,Image,Sentiment
3492,./images/image-4127.png,Positive
3493,./images/image-4129.png,Positive
3494,./images/image-4130.png,Positive
3495,./images/image-4134.png,Positive
3496,./images/image-4135.png,Positive
3497,./images/image-4137.png,Positive
3498,./images/image-4138.png,Positive
3499,./images/image-4139.png,Positive
3500,./images/image-4140.png,Positive
3501,./images/image-4141.png,Positive
3502,./images/image-4142.png,Positive
3503,./images/image-4143.png,Positive
3504,./images/image-4144.png,Positive
3505,./images/image-4145.png,Positive
3506,./images/image-4146.png,Positive
3507,./images/image-4147.png,Positive
3508,./images/image-4148.png,Positive
3509,./images/image-4149.png,Negative
3510,./images/image-4150.png,Negative
3511,./images/image-4151.png,Positive
3512,./images/image-4152.png,Positive
3513,./images/image-4153.png,Positive
3514,./images/image-4154.png,Positive
3515,./images/image-4155.png,Positive
3516,./images/image-4156.png,Positive
3517,./images/image-4157.png,Positive
3518,./images/image-4158.png,Positive
3519,./images/image-4159.png,Positive
3520,./images/image-4160.png,Positive
3521,./images/image-4161.png,Positive
3522,./images/image-4162.png,Positive
3523,./images/image-4163.png,Positive
3524,./images/image-4164.png,Positive
3525,./images/image-4165.png,Positive
3526,./images/image-4166.png,Positive
3527,./images/image-4167.png,Positive
3528,./images/image-4168.png,Positive
3529,./images/image-4171.png,Negative
3530,./images/image-4173.png,Positive
3531,./images/image-4177.png,Positive
3532,./images/image-4182.png,Positive
3533,./images/image-4186.png,Positive
3534,./images/image-4188.png,Positive
3535,./images/image-4189.png,Positive
3536,./images/image-4190.png,Negative
3537,./images/image-4191.png,Positive
3538,./images/image-4192.png,Positive
3539,./images/image-4193.png,Positive
3540,./images/image-4194.png,Positive
3541,./images/image-4195.png,Negative
3542,./images/image-4197.png,Negative
3543,./images/image-4198.png,Positive
3544,./images/image-4200.png,Positive
3545,./images/image-4201.png,Positive
3546,./images/image-4202.png,Positive
3547,./images/image-4203.png,Positive
3548,./images/image-4204.png,Positive
3549,./images/image-4205.png,Positive
3550,./images/image-4206.png,Positive
3551,./images/image-4207.png,Positive
3552,./images/image-4208.png,Positive
3553,./images/image-4209.png,Positive
3554,./images/image-4211.png,Positive
3555,./images/image-4212.png,Negative
3556,./images/image-4213.png,Positive
3557,./images/image-4214.png,Negative
3558,./images/image-4215.png,Positive
3559,./images/image-4216.png,Negative
3560,./images/image-4217.png,Positive
3561,./images/image-4218.png,Positive
3562,./images/image-4219.png,Positive
3563,./images/image-4221.png,Positive
3564,./images/image-4223.png,Positive
3565,./images/image-4224.png,Positive
3566,./images/image-4225.png,Positive
3567,./images/image-4227.png,Positive
3568,./images/image-4228.png,Positive
3569,./images/image-4229.png,Positive
3570,./images/image-4230.png,Positive
3571,./images/image-4231.png,Positive
3572,./images/image-4232.png,Positive
3573,./images/image-4233.png,Negative
3574,./images/image-4234.png,Positive
3575,./images/image-4235.png,Positive
3576,./images/image-4236.png,Positive
3577,./images/image-4237.png,Positive
3578,./images/image-4238.png,Positive
3579,./images/image-4239.png,Positive
3580,./images/image-4242.png,Positive
3581,./images/image-4243.png,Negative
3582,./images/image-4244.png,Positive
3583,./images/image-4246.png,Positive
3584,./images/image-4247.png,Positive
3585,./images/image-4248.png,Negative
3586,./images/image-4250.png,Positive
3587,./images/image-4252.png,Positive
3588,./images/image-4253.png,Positive
3589,./images/image-4255.png,Positive
3590,./images/image-4256.png,Positive
3591,./images/image-4257.png,Positive
3592,./images/image-4258.png,Positive
3593,./images/image-4260.png,Positive
3594,./images/image-4261.png,Positive
3595,./images/image-4262.png,Positive
3596,./images/image-4263.png,Positive
3597,./images/image-4264.png,Positive
3598,./images/image-4265.png,Positive
3599,./images/image-4266.png,Positive
3600,./images/image-4268.png,Positive
3601,./images/image-4270.png,Positive
3602,./images/image-4271.png,Negative
3603,./images/image-4272.png,Positive
3604,./images/image-4274.png,Positive
3605,./images/image-4275.png,Positive
3606,./images/image-4276.png,Negative
3607,./images/image-4277.png,Positive
3608,./images/image-4278.png,Positive
3609,./images/image-4279.png,Positive
3610,./images/image-4280.png,Negative
3611,./images/image-4282.png,Positive
3612,./images/image-4283.png,Positive
3613,./images/image-4284.png,Negative
3614,./images/image-4285.png,Positive
3615,./images/image-4286.png,Negative
3616,./images/image-4287.png,Positive
3617,./images/image-4288.png,Negative
3618,./images/image-4289.png,Positive
3619,./images/image-4290.png,Positive
3620,./images/image-4291.png,Positive
3621,./images/image-4292.png,Positive
3622,./images/image-4293.png,Negative
3623,./images/image-4294.png,Negative
3624,./images/image-4295.png,Positive
3625,./images/image-4297.png,Positive
3626,./images/image-4298.png,Positive
3627,./images/image-4299.png,Positive
3628,./images/image-4300.png,Negative
3629,./images/image-4301.png,Positive
3630,./images/image-4303.png,Positive
3631,./images/image-4304.png,Positive
3632,./images/image-4306.png,Positive
3633,./images/image-4307.png,Positive
3634,./images/image-4308.png,Positive
3635,./images/image-4309.png,Positive
3636,./images/image-4311.png,Positive
3637,./images/image-4312.png,Negative
3638,./images/image-4313.png,Positive
3639,./images/image-4314.png,Positive
3640,./images/image-4315.png,Positive
3641,./images/image-4316.png,Positive
3642,./images/image-4317.png,Positive
3643,./images/image-4318.png,Negative
3644,./images/image-4319.png,Positive
3645,./images/image-4320.png,Positive
3646,./images/image-4321.png,Positive
3647,./images/image-4322.png,Negative
3648,./images/image-4323.png,Positive
3649,./images/image-4324.png,Positive
3650,./images/image-4325.png,Positive
3651,./images/image-4328.png,Positive
3652,./images/image-4329.png,Positive
3653,./images/image-4330.png,Negative
3654,./images/image-4331.png,Negative
3655,./images/image-4332.png,Positive
3656,./images/image-4333.png,Positive
3657,./images/image-4334.png,Positive
3658,./images/image-4335.png,Positive
3659,./images/image-4336.png,Positive
3660,./images/image-4337.png,Positive
3661,./images/image-4338.png,Positive
3662,./images/image-4339.png,Positive
3663,./images/image-4343.png,Positive
3664,./images/image-4346.png,Positive
3665,./images/image-4347.png,Positive
3666,./images/image-4348.png,Positive
3667,./images/image-4350.png,Positive
3668,./images/image-4351.png,Positive
3669,./images/image-4353.png,Positive
3670,./images/image-4354.png,Positive
3671,./images/image-4356.png,Positive
3672,./images/image-4357.png,Positive
3673,./images/image-4358.png,Positive
3674,./images/image-4359.png,Positive
3675,./images/image-4361.png,Positive
3676,./images/image-4362.png,Positive
3677,./images/image-4366.png,Positive
3678,./images/image-4367.png,Negative
3679,./images/image-4370.png,Positive
3680,./images/image-4371.png,Positive
3681,./images/image-4372.png,Positive
3682,./images/image-4373.png,Negative
3683,./images/image-4375.png,Positive
3684,./images/image-4378.png,Positive
3685,./images/image-4379.png,Negative
3686,./images/image-4380.png,Positive
3687,./images/image-4381.png,Positive
3688,./images/image-4382.png,Positive
3689,./images/image-4383.png,Positive
3690,./images/image-4384.png,Positive
3691,./images/image-4386.png,Positive
3692,./images/image-4387.png,Negative
3693,./images/image-4388.png,Negative
3694,./images/image-4390.png,Negative
3695,./images/image-4391.png,Positive
3696,./images/image-4393.png,Positive
3697,./images/image-4394.png,Positive
3698,./images/image-4395.png,Positive
3699,./images/image-4397.png,Positive
3700,./images/image-4398.png,Positive
3701,./images/image-4399.png,Positive
3702,./images/image-4400.png,Positive
3703,./images/image-4402.png,Positive
3704,./images/image-4403.png,Negative
3705,./images/image-4404.png,Positive
3706,./images/image-4405.png,Positive
3707,./images/image-4406.png,Positive
3708,./images/image-4408.png,Positive
3709,./images/image-4409.png,Positive
3710,./images/image-4410.png,Positive
3711,./images/image-4411.png,Positive
3712,./images/image-4413.png,Negative
3713,./images/image-4414.png,Positive
3714,./images/image-4415.png,Positive
3715,./images/image-4416.png,Negative
3716,./images/image-4417.png,Positive
3717,./images/image-4418.png,Positive
3718,./images/image-4419.png,Positive
3719,./images/image-4423.png,Positive
3720,./images/image-4425.png,Positive
3721,./images/image-4427.png,Negative
3722,./images/image-4428.png,Positive
3723,./images/image-4429.png,Positive
3724,./images/image-4430.png,Positive
3725,./images/image-4431.png,Negative
3726,./images/image-4432.png,Positive
3727,./images/image-4433.png,Positive
3728,./images/image-4434.png,Positive
3729,./images/image-4435.png,Positive
3730,./images/image-4436.png,Positive
3731,./images/image-4437.png,Positive
3732,./images/image-4438.png,Positive
3733,./images/image-4439.png,Negative
3734,./images/image-4440.png,Positive
3735,./images/image-4441.png,Positive
3736,./images/image-4442.png,Positive
3737,./images/image-4443.png,Positive
3738,./images/image-4444.png,Positive
3739,./images/image-4445.png,Positive
3740,./images/image-4446.png,Positive
3741,./images/image-4447.png,Positive
3742,./images/image-4448.png,Negative
3743,./images/image-4449.png,Positive
3744,./images/image-4450.png,Positive
3745,./images/image-4451.png,Positive
3746,./images/image-4452.png,Positive
3747,./images/image-4453.png,Positive
3748,./images/image-4454.png,Positive
3749,./images/image-4455.png,Negative
3750,./images/image-4456.png,Positive
3751,./images/image-4457.png,Positive
3752,./images/image-4458.png,Negative
3753,./images/image-4459.png,Negative
3754,./images/image-4461.png,Negative
3755,./images/image-4462.png,Negative
3756,./images/image-4463.png,Positive
3757,./images/image-4466.png,Positive
3758,./images/image-4467.png,Positive
3759,./images/image-4468.png,Positive
3760,./images/image-4469.png,Negative
3761,./images/image-4470.png,Positive
3762,./images/image-4471.png,Positive
3763,./images/image-4472.png,Negative
3764,./images/image-4474.png,Positive
3765,./images/image-4475.png,Positive
3766,./images/image-4476.png,Positive
3767,./images/image-4477.png,Negative
3768,./images/image-4478.png,Positive
3769,./images/image-4479.png,Positive
3770,./images/image-4481.png,Positive
3771,./images/image-4482.png,Positive
3772,./images/image-4483.png,Positive
3773,./images/image-4484.png,Positive
3774,./images/image-4487.png,Positive
3775,./images/image-4488.png,Negative
3776,./images/image-4489.png,Positive
3777,./images/image-4490.png,Positive
3778,./images/image-4491.png,Positive
3779,./images/image-4492.png,Negative
3780,./images/image-4493.png,Positive
3781,./images/image-4494.png,Positive
3782,./images/image-4495.png,Positive
3783,./images/image-4496.png,Positive
3784,./images/image-4498.png,Positive
3785,./images/image-4499.png,Positive
3786,./images/image-4501.png,Negative
3787,./images/image-4502.png,Positive
3788,./images/image-4504.png,Positive
3789,./images/image-4505.png,Positive
3790,./images/image-4507.png,Positive
3791,./images/image-4508.png,Positive
3792,./images/image-4509.png,Positive
3793,./images/image-4510.png,Positive
3794,./images/image-4511.png,Positive
3795,./images/image-4512.png,Positive
3796,./images/image-4513.png,Negative
3797,./images/image-4514.png,Positive
3798,./images/image-4515.png,Negative
3799,./images/image-4516.png,Positive
3800,./images/image-4517.png,Positive
3801,./images/image-4518.png,Positive
3802,./images/image-4519.png,Positive
3803,./images/image-4520.png,Positive
3804,./images/image-4522.png,Positive
3805,./images/image-4523.png,Positive
3806,./images/image-4524.png,Positive
3807,./images/image-4525.png,Positive
3808,./images/image-4527.png,Positive
3809,./images/image-4528.png,Positive
3810,./images/image-4529.png,Positive
3811,./images/image-4530.png,Positive
3812,./images/image-4531.png,Positive
3813,./images/image-4532.png,Positive
3814,./images/image-4533.png,Positive
3815,./images/image-4534.png,Positive
3816,./images/image-4535.png,Positive
3817,./images/image-4536.png,Positive
3818,./images/image-4537.png,Positive
3819,./images/image-4538.png,Positive
3820,./images/image-4539.png,Positive
3821,./images/image-4540.png,Positive
3822,./images/image-4541.png,Positive
3823,./images/image-4542.png,Positive
3824,./images/image-4543.png,Positive
3825,./images/image-4544.png,Positive
3826,./images/image-4545.png,Positive
3827,./images/image-4546.png,Positive
3828,./images/image-4549.png,Positive
3829,./images/image-4551.png,Positive
3830,./images/image-4552.png,Positive
3831,./images/image-4553.png,Positive
3832,./images/image-4554.png,Positive
3833,./images/image-4556.png,Negative
3834,./images/image-4557.png,Positive
3835,./images/image-4558.png,Positive
3836,./images/image-4559.png,Positive
3837,./images/image-4561.png,Positive
3838,./images/image-4562.png,Positive
3839,./images/image-4564.png,Positive
3840,./images/image-4565.png,Positive
3841,./images/image-4566.png,Positive
3842,./images/image-4568.png,Positive
3843,./images/image-4569.png,Positive
3844,./images/image-4570.png,Positive
3845,./images/image-4571.png,Positive
3846,./images/image-4572.png,Positive
3847,./images/image-4573.png,Positive
3848,./images/image-4574.png,Negative
3849,./images/image-4575.png,Positive
3850,./images/image-4576.png,Positive
3851,./images/image-4577.png,Positive
3852,./images/image-4578.png,Positive
3853,./images/image-4579.png,Positive
3854,./images/image-4580.png,Positive
3855,./images/image-4581.png,Positive
3856,./images/image-4582.png,Positive
3857,./images/image-4583.png,Positive
3858,./images/image-4584.png,Negative
3859,./images/image-4585.png,Positive
3860,./images/image-4586.png,Positive
3861,./images/image-4588.png,Positive
3862,./images/image-4589.png,Positive
3863,./images/image-4590.png,Positive
3864,./images/image-4591.png,Positive
3865,./images/image-4592.png,Negative
3866,./images/image-4593.png,Positive
3867,./images/image-4594.png,Positive
3868,./images/image-4599.png,Positive
3869,./images/image-4600.png,Positive
3870,./images/image-4601.png,Negative
3871,./images/image-4602.png,Positive
3872,./images/image-4603.png,Negative
3873,./images/image-4604.png,Negative
3874,./images/image-4605.png,Negative
3875,./images/image-4606.png,Negative
3876,./images/image-4607.png,Positive
3877,./images/image-4608.png,Positive
3878,./images/image-4610.png,Negative
3879,./images/image-4611.png,Negative
3880,./images/image-4612.png,Positive
3881,./images/image-4614.png,Positive
3882,./images/image-4615.png,Positive
3883,./images/image-4616.png,Negative
3884,./images/image-4617.png,Positive
3885,./images/image-4621.png,Positive
3886,./images/image-4622.png,Positive
3887,./images/image-4623.png,Positive
3888,./images/image-4624.png,Positive
3889,./images/image-4625.png,Positive
3890,./images/image-4627.png,Positive
3891,./images/image-4628.png,Positive
3892,./images/image-4629.png,Positive
3893,./images/image-4630.png,Positive
3894,./images/image-4631.png,Positive
3895,./images/image-4632.png,Positive
3896,./images/image-4633.png,Positive
3897,./images/image-4634.png,Positive
3898,./images/image-4635.png,Positive
3899,./images/image-4636.png,Negative
3900,./images/image-4637.png,Negative
3901,./images/image-4638.png,Negative
3902,./images/image-4639.png,Positive
3903,./images/image-4640.png,Positive
3904,./images/image-4641.png,Positive
3905,./images/image-4642.png,Positive
3906,./images/image-4643.png,Positive
3907,./images/image-4644.png,Positive
3908,./images/image-4645.png,Positive
3909,./images/image-4646.png,Positive
3910,./images/image-4648.png,Negative
3911,./images/image-4649.png,Positive
3912,./images/image-4650.png,Positive
3913,./images/image-4651.png,Negative
3914,./images/image-4652.png,Positive
3915,./images/image-4653.png,Positive
3916,./images/image-4654.png,Positive
3917,./images/image-4655.png,Positive
3918,./images/image-4656.png,Positive
3919,./images/image-4657.png,Positive
3920,./images/image-4658.png,Positive
3921,./images/image-4659.png,Positive
3922,./images/image-4660.png,Positive
3923,./images/image-4661.png,Positive
3924,./images/image-4662.png,Positive
3925,./images/image-4665.png,Positive
3926,./images/image-4666.png,Positive
3927,./images/image-4667.png,Positive
3928,./images/image-4668.png,Positive
3929,./images/image-4669.png,Positive
3930,./images/image-4670.png,Positive
3931,./images/image-4671.png,Positive
3932,./images/image-4672.png,Positive
3933,./images/image-4673.png,Positive
3934,./images/image-4674.png,Positive
3935,./images/image-4675.png,Positive
3936,./images/image-4676.png,Positive
3937,./images/image-4677.png,Positive
3938,./images/image-4678.png,Positive
3939,./images/image-4679.png,Positive
3940,./images/image-4681.png,Negative
3941,./images/image-4682.png,Positive
3942,./images/image-4683.png,Positive
3943,./images/image-4684.png,Positive
3944,./images/image-4685.png,Negative
3945,./images/image-4686.png,Positive
3946,./images/image-4688.png,Negative
3947,./images/image-4689.png,Negative
3948,./images/image-4690.png,Negative
3949,./images/image-4693.png,Positive
3950,./images/image-4694.png,Positive
3951,./images/image-4695.png,Positive
3952,./images/image-4697.png,Positive
3953,./images/image-4698.png,Negative
3954,./images/image-4699.png,Positive
3955,./images/image-4701.png,Positive
3956,./images/image-4702.png,Positive
3957,./images/image-4703.png,Negative
3958,./images/image-4705.png,Positive
3959,./images/image-4706.png,Positive
3960,./images/image-4707.png,Positive
3961,./images/image-4712.png,Negative
3962,./images/image-4713.png,Positive
3963,./images/image-4716.png,Positive
3964,./images/image-4717.png,Negative
3965,./images/image-4718.png,Positive
3966,./images/image-4719.png,Positive
3967,./images/image-4720.png,Positive
3968,./images/image-4723.png,Negative
3969,./images/image-4724.png,Negative
3970,./images/image-4725.png,Positive
3971,./images/image-4726.png,Positive
3972,./images/image-4727.png,Negative
3973,./images/image-4729.png,Positive
3974,./images/image-4730.png,Positive
3975,./images/image-4731.png,Positive
3976,./images/image-4732.png,Positive
3977,./images/image-4733.png,Negative
3978,./images/image-4734.png,Negative
3979,./images/image-4735.png,Positive
3980,./images/image-4736.png,Positive
3981,./images/image-4737.png,Positive
3982,./images/image-4738.png,Negative
3983,./images/image-4739.png,Positive
3984,./images/image-4741.png,Negative
3985,./images/image-4742.png,Negative
3986,./images/image-4743.png,Negative
3987,./images/image-4744.png,Positive
3988,./images/image-4745.png,Positive
3989,./images/image-4747.png,Positive
3990,./images/image-4749.png,Positive
3991,./images/image-4750.png,Positive
3992,./images/image-4751.png,Negative
3993,./images/image-4752.png,Negative
3994,./images/image-4753.png,Negative
3995,./images/image-4755.png,Positive
3996,./images/image-4757.png,Positive
3997,./images/image-4760.png,Positive
3998,./images/image-4761.png,Positive
3999,./images/image-4765.png,Positive
4000,./images/image-4767.png,Positive
4001,./images/image-4768.png,Negative
4002,./images/image-4769.png,Positive
4003,./images/image-4770.png,Positive
4004,./images/image-4771.png,Positive
4005,./images/image-4772.png,Positive
4006,./images/image-4773.png,Positive
4007,./images/image-4774.png,Positive
4008,./images/image-4775.png,Negative
4009,./images/image-4776.png,Positive
4010,./images/image-4777.png,Positive
4011,./images/image-4778.png,Positive
4012,./images/image-4779.png,Positive
4013,./images/image-4780.png,Positive
4014,./images/image-4781.png,Positive
4015,./images/image-4782.png,Negative
4016,./images/image-4783.png,Positive
4017,./images/image-4785.png,Positive
4018,./images/image-4787.png,Positive
4019,./images/image-4788.png,Positive
4020,./images/image-4789.png,Positive
4021,./images/image-4790.png,Positive
4022,./images/image-4791.png,Positive
4023,./images/image-4792.png,Negative
4024,./images/image-4793.png,Positive
4025,./images/image-4794.png,Positive
4026,./images/image-4795.png,Positive
4027,./images/image-4796.png,Positive
4028,./images/image-4797.png,Positive
4029,./images/image-4798.png,Positive
4030,./images/image-4799.png,Positive
4031,./images/image-4800.png,Positive
4032,./images/image-4801.png,Positive
4033,./images/image-4802.png,Positive
4034,./images/image-4803.png,Positive
4035,./images/image-4804.png,Negative
4036,./images/image-4805.png,Negative
4037,./images/image-4806.png,Positive
4038,./images/image-4808.png,Positive
4039,./images/image-4809.png,Positive
4040,./images/image-4810.png,Positive
4041,./images/image-4811.png,Positive
4042,./images/image-4813.png,Positive
4043,./images/image-4814.png,Positive
4044,./images/image-4815.png,Negative
4045,./images/image-4816.png,Negative
4046,./images/image-4817.png,Positive
4047,./images/image-4818.png,Positive
4048,./images/image-4819.png,Positive
4049,./images/image-4820.png,Negative
4050,./images/image-4821.png,Negative
4051,./images/image-4822.png,Positive
4052,./images/image-4823.png,Positive
4053,./images/image-4824.png,Positive
4054,./images/image-4825.png,Positive
4055,./images/image-4826.png,Positive
4056,./images/image-4827.png,Positive
4057,./images/image-4828.png,Positive
4058,./images/image-4829.png,Positive
4059,./images/image-4830.png,Positive
4060,./images/image-4831.png,Positive
4061,./images/image-4832.png,Positive
4062,./images/image-4833.png,Positive
4063,./images/image-4834.png,Positive
4064,./images/image-4835.png,Negative
4065,./images/image-4836.png,Positive
4066,./images/image-4837.png,Positive
4067,./images/image-4838.png,Negative
4068,./images/image-4839.png,Positive
4069,./images/image-4840.png,Positive
4070,./images/image-4841.png,Positive
4071,./images/image-4842.png,Positive
4072,./images/image-4843.png,Positive
4073,./images/image-4844.png,Positive
4074,./images/image-4845.png,Positive
4075,./images/image-4846.png,Positive
4076,./images/image-4847.png,Positive
4077,./images/image-4848.png,Negative
4078,./images/image-4849.png,Negative
4079,./images/image-4850.png,Positive
4080,./images/image-4851.png,Negative
4081,./images/image-4852.png,Positive
4082,./images/image-4853.png,Positive
4083,./images/image-4856.png,Positive
4084,./images/image-4857.png,Positive
4085,./images/image-4858.png,Positive
4086,./images/image-4859.png,Positive
4087,./images/image-4861.png,Positive
4088,./images/image-4863.png,Positive
4089,./images/image-4865.png,Positive
4090,./images/image-4866.png,Positive
4091,./images/image-4867.png,Positive
4092,./images/image-4868.png,Positive
4093,./images/image-4869.png,Positive
4094,./images/image-4870.png,Positive
4095,./images/image-4871.png,Positive
4096,./images/image-4872.png,Positive
4097,./images/image-4873.png,Positive
4098,./images/image-4874.png,Negative
4099,./images/image-4875.png,Positive
4100,./images/image-4876.png,Positive
4101,./images/image-4877.png,Positive
4102,./images/image-4878.png,Positive
4103,./images/image-4879.png,Negative
4104,./images/image-4881.png,Positive
4105,./images/image-4882.png,Positive
4106,./images/image-4883.png,Positive
4107,./images/image-4884.png,Positive
4108,./images/image-4885.png,Positive
4109,./images/image-4886.png,Positive
4110,./images/image-4887.png,Positive
4111,./images/image-4888.png,Positive
4112,./images/image-4889.png,Positive
4113,./images/image-4890.png,Positive
4114,./images/image-4891.png,Positive
4115,./images/image-4892.png,Positive
4116,./images/image-4894.png,Positive
4117,./images/image-4895.png,Positive
4118,./images/image-4896.png,Positive
4119,./images/image-4897.png,Positive
4120,./images/image-4898.png,Positive
4121,./images/image-4899.png,Positive
4122,./images/image-4900.png,Positive
4123,./images/image-4902.png,Positive
4124,./images/image-4903.png,Positive
4125,./images/image-4904.png,Negative
4126,./images/image-4905.png,Negative
4127,./images/image-4906.png,Positive
4128,./images/image-4907.png,Positive
4129,./images/image-4908.png,Positive
4130,./images/image-4909.png,Negative
4131,./images/image-4910.png,Negative
4132,./images/image-4912.png,Negative
4133,./images/image-4913.png,Positive
4134,./images/image-4914.png,Positive
4135,./images/image-4915.png,Positive
4136,./images/image-4916.png,Positive
4137,./images/image-4917.png,Negative
4138,./images/image-4918.png,Positive
4139,./images/image-4919.png,Positive
4140,./images/image-4920.png,Positive
4141,./images/image-4921.png,Positive
4142,./images/image-4923.png,Positive
4143,./images/image-4924.png,Positive
4144,./images/image-4925.png,Positive
4145,./images/image-4926.png,Positive
4146,./images/image-4927.png,Negative
4147,./images/image-4928.png,Negative
4148,./images/image-4929.png,Negative
4149,./images/image-4930.png,Positive
4150,./images/image-4931.png,Positive
4151,./images/image-4932.png,Positive
4152,./images/image-4933.png,Positive
4153,./images/image-4934.png,Positive
4154,./images/image-4935.png,Positive
4155,./images/image-4938.png,Positive
4156,./images/image-4939.png,Positive
4157,./images/image-4940.png,Negative
4158,./images/image-4941.png,Positive
4159,./images/image-4942.png,Positive
4160,./images/image-4943.png,Positive
4161,./images/image-4945.png,Positive
4162,./images/image-4946.png,Positive
4163,./images/image-4947.png,Positive
4164,./images/image-4948.png,Positive
4165,./images/image-4949.png,Positive
4166,./images/image-4950.png,Negative
4167,./images/image-4951.png,Positive
4168,./images/image-4952.png,Positive
4169,./images/image-4953.png,Positive
4170,./images/image-4954.png,Negative
4171,./images/image-4955.png,Positive
4172,./images/image-4956.png,Positive
4173,./images/image-4957.png,Positive
4174,./images/image-4958.png,Positive
4175,./images/image-4959.png,Positive
4176,./images/image-4960.png,Positive
4177,./images/image-4961.png,Negative
4178,./images/image-4962.png,Positive
4179,./images/image-4963.png,Positive
4180,./images/image-4964.png,Positive
4181,./images/image-4965.png,Positive
4182,./images/image-4966.png,Positive
4183,./images/image-4967.png,Positive
4184,./images/image-4968.png,Negative
4185,./images/image-4970.png,Positive
4186,./images/image-4971.png,Positive
4187,./images/image-4973.png,Positive
4188,./images/image-4974.png,Negative
4189,./images/image-4975.png,Positive
4190,./images/image-4976.png,Positive
4191,./images/image-4977.png,Negative
4192,./images/image-4978.png,Positive
4193,./images/image-4979.png,Positive
4194,./images/image-4981.png,Positive
4195,./images/image-4982.png,Positive
4196,./images/image-4984.png,Positive
4197,./images/image-4985.png,Positive
4198,./images/image-4986.png,Positive
4199,./images/image-4987.png,Positive
4200,./images/image-4989.png,Positive
4201,./images/image-4990.png,Positive
4202,./images/image-4991.png,Positive
4203,./images/image-4993.png,Positive
4204,./images/image-4994.png,Positive
4205,./images/image-4997.png,Positive
4206,./images/image-4998.png,Positive
4207,./images/image-4999.png,Positive
4208,./images/image-5000.png,Positive
4209,./images/image-5002.png,Positive
4210,./images/image-5003.png,Positive
4211,./images/image-5005.png,Positive
4212,./images/image-5006.png,Positive
4213,./images/image-5007.png,Positive
4214,./images/image-5008.png,Positive
4215,./images/image-5009.png,Negative
4216,./images/image-5010.png,Positive
4217,./images/image-5011.png,Negative
4218,./images/image-5012.png,Positive
4219,./images/image-5014.png,Positive
4220,./images/image-5015.png,Positive
4221,./images/image-5017.png,Positive
4222,./images/image-5018.png,Positive
4223,./images/image-5020.png,Positive
4224,./images/image-5021.png,Positive
4225,./images/image-5024.png,Positive
4226,./images/image-5025.png,Positive
4227,./images/image-5026.png,Positive
4228,./images/image-5028.png,Positive
4229,./images/image-5029.png,Positive
4230,./images/image-5030.png,Positive
4231,./images/image-5032.png,Positive
4232,./images/image-5035.png,Positive
4233,./images/image-5036.png,Positive
4234,./images/image-5037.png,Negative
4235,./images/image-5038.png,Positive
4236,./images/image-5039.png,Positive
4237,./images/image-5041.png,Positive
4238,./images/image-5042.png,Positive
4239,./images/image-5043.png,Positive
4240,./images/image-5045.png,Positive
4241,./images/image-5047.png,Positive
4242,./images/image-5048.png,Positive
4243,./images/image-5049.png,Positive
4244,./images/image-5050.png,Positive
4245,./images/image-5051.png,Positive
4246,./images/image-5052.png,Positive
4247,./images/image-5053.png,Negative
4248,./images/image-5054.png,Positive
4249,./images/image-5055.png,Positive
4250,./images/image-5056.png,Positive
4251,./images/image-5059.png,Positive
4252,./images/image-5060.png,Positive
4253,./images/image-5061.png,Positive
4254,./images/image-5063.png,Positive
4255,./images/image-5065.png,Positive
4256,./images/image-5066.png,Positive
4257,./images/image-5068.png,Positive
4258,./images/image-5069.png,Positive
4259,./images/image-5070.png,Positive
4260,./images/image-5071.png,Positive
4261,./images/image-5072.png,Negative
4262,./images/image-5073.png,Positive
4263,./images/image-5074.png,Positive
4264,./images/image-5075.png,Positive
4265,./images/image-5076.png,Positive
4266,./images/image-5077.png,Positive
4267,./images/image-5078.png,Positive
4268,./images/image-5079.png,Positive
4269,./images/image-5081.png,Positive
4270,./images/image-5084.png,Negative
4271,./images/image-5085.png,Negative
4272,./images/image-5086.png,Negative
4273,./images/image-5087.png,Positive
4274,./images/image-5088.png,Positive
4275,./images/image-5089.png,Positive
4276,./images/image-5090.png,Positive
4277,./images/image-5091.png,Positive
4278,./images/image-5093.png,Positive
4279,./images/image-5094.png,Positive
4280,./images/image-5095.png,Positive
4281,./images/image-5096.png,Negative
4282,./images/image-5097.png,Positive
4283,./images/image-5098.png,Positive
4284,./images/image-5099.png,Positive
4285,./images/image-5100.png,Positive
4286,./images/image-5102.png,Positive
4287,./images/image-5103.png,Positive
4288,./images/image-5104.png,Positive
4289,./images/image-5105.png,Positive
4290,./images/image-5106.png,Positive
4291,./images/image-5108.png,Positive
4292,./images/image-5109.png,Positive
4293,./images/image-5110.png,Positive
4294,./images/image-5111.png,Positive
4295,./images/image-5112.png,Positive
4296,./images/image-5113.png,Negative
4297,./images/image-5114.png,Positive
4298,./images/image-5115.png,Positive
4299,./images/image-5116.png,Positive
4300,./images/image-5118.png,Positive
4301,./images/image-5119.png,Negative
4302,./images/image-5120.png,Positive
4303,./images/image-5121.png,Positive
4304,./images/image-5123.png,Positive
4305,./images/image-5124.png,Negative
4306,./images/image-5125.png,Positive
4307,./images/image-5126.png,Negative
4308,./images/image-5127.png,Negative
4309,./images/image-5128.png,Positive
4310,./images/image-5129.png,Positive
4311,./images/image-5131.png,Positive
4312,./images/image-5132.png,Positive
4313,./images/image-5133.png,Positive
